,title,author,rank,isbn,weeks_on_list,dagger,published_date
2135,TOUCH AND GO,Lisa Gardner,16,9781101611012,0,0,2013-03-17
2136,FIFTY SHADES DARKER,E L James,17,9781612130590,0,0,2013-03-17
2137,EDGE OF DAWN,Lara Adrian,18,9780345532619,0,0,2013-03-17
2138,THREE SISTERS,Susan Mallery,19,9781460306390,0,0,2013-03-17
2139,HEARTSONG,Debbie Macomber,20,9780345545220,0,0,2013-03-17
2140,RECKLESS,S C Stephens,1,9781476718217,1,0,2013-03-24
2141,WAIT FOR YOU,J Lynn,2,9780988982901,1,0,2013-03-24
2142,FROST BURNED,Patricia Briggs,3,9781101619650,1,0,2013-03-24
2143,"ALEX CROSS, RUN",James Patterson,4,9780316097529,3,0,2013-03-24
2144,MIRROR IMAGE,Sandra Brown,5,9781455546343,2,0,2013-03-24
2145,THE STORYTELLER,Jodi Picoult,6,9781439149706,2,0,2013-03-24
2146,SAFE HAVEN,Nicholas Sparks,7,9780446574242,15,0,2013-03-24
2147,THE STRIKER,Clive Cussler and Justin Scott,8,9781101592663,1,0,2013-03-24
2148,GONE GIRL,Gillian Flynn,9,9780307588388,40,0,2013-03-24
2149,A WEEK IN WINTER,Maeve Binchy,10,9780385350082,4,0,2013-03-24
2150,THE CHANCE,Karen Kingsbury,11,9781451647044,1,0,2013-03-24
2151,CALCULATED IN DEATH,J D Robb,12,9781101609248,2,0,2013-03-24
2152,FALLEN TOO FAR,Abbi Glines,13,A00B00AOTGI08,2,0,2013-03-24
2153,THE SILVER LININGS PLAYBOOK,Matthew Quick,14,9781429960236,6,0,2013-03-24
2154,DAMASCUS COUNTDOWN,Joel C Rosenberg,15,9781414381855,1,0,2013-03-24
2155,FIFTY SHADES OF GREY,E L James,16,9781612130293,0,0,2013-03-24
2156,ALWAYS ON MY MIND,Bella Andre,17,9781938127366,0,0,2013-03-24
2157,DEFENDING JACOB,William Landay,18,9780345527592,0,0,2013-03-24
2158,FIFTY SHADES FREED,E L James,19,9781612130613,0,0,2013-03-24
2159,LIFE OF PI,Yann Martel,20,9780547416113,0,0,2013-03-24
2160,"ALEX CROSS, RUN",James Patterson,1,9780316097529,4,0,2013-03-31
2161,WAIT FOR YOU,J Lynn,2,9780988982901,2,0,2013-03-31
2162,THE STORYTELLER,Jodi Picoult,3,9781439149706,3,0,2013-03-31
2163,GONE GIRL,Gillian Flynn,4,9780307588388,41,0,2013-03-31
2164,SAFE HAVEN,Nicholas Sparks,5,9780446574242,16,0,2013-03-31
2165,THREE SISTERS,Susan Mallery,6,9781460306390,1,0,2013-03-31
2166,A WEEK IN WINTER,Maeve Binchy,7,9780385350082,5,0,2013-03-31
2167,MIRROR IMAGE,Sandra Brown,8,9781455546343,3,0,2013-03-31
2168,BREAKING POINT,C J Box,9,9781101609279,1,0,2013-03-31
2169,THE HOST,Stephenie Meyer,10,9780316128650,2,0,2013-03-31
2170,FIFTY SHADES OF GREY,E L James,11,9781612130293,54,0,2013-03-31
2171,FALLEN TOO FAR,Abbi Glines,12,A00B00AOTGI08,3,0,2013-03-31
2172,THE SILVER LININGS PLAYBOOK,Matthew Quick,13,9781429960236,7,0,2013-03-31
2173,LIFE OF PI,Yann Martel,14,9780547416113,11,0,2013-03-31
2174,NEVER TOO FAR,Abbi Glines,15,A00B00BLBK1QK,1,0,2013-03-31
2175,CALCULATED IN DEATH,J D Robb,16,9781101609248,3,0,2013-03-31
2176,DEFENDING JACOB,William Landay,17,9780345527592,12,0,2013-03-31
2177,FIFTY SHADES FREED,E L James,18,9781612130613,52,0,2013-03-31
2178,FIFTY SHADES DARKER,E L James,19,9781612130590,53,0,2013-03-31
2179,BLOODFIRE QUEST,Terry Brooks,20,9780345523525,1,0,2013-03-31
2180,SIX YEARS,Harlan Coben,1,9781101611029,1,0,2013-04-07
2181,WAIT FOR YOU,J Lynn,2,9780988982901,3,0,2013-04-07
2182,THE STORYTELLER,Jodi Picoult,3,9781439149706,4,0,2013-04-07
2183,EXPOSED,Kyra Davis,4,9781476713137,1,0,2013-04-07
2184,"ALEX CROSS, RUN",James Patterson,5,9780316097529,5,0,2013-04-07
2185,GONE GIRL,Gillian Flynn,6,9780307588388,42,0,2013-04-07
2186,A WEEK IN WINTER,Maeve Binchy,7,9780385350082,6,0,2013-04-07
2187,FALLING INTO YOU,Jasinda Wilder,8,A00B00BUPMC8C,1,0,2013-04-07
2188,THREE SISTERS,Susan Mallery,9,9781460306390,2,0,2013-04-07
2189,THE HOST,Stephenie Meyer,10,9780316128650,3,0,2013-04-07
2190,SAFE HAVEN,Nicholas Sparks,11,9780446574242,17,0,2013-04-07
2191,THE STRANGER,Kyra Davis,12,9781476711102,1,0,2013-04-07
2192,SURRENDER YOUR LOVE,JC Reed,13,A00B00BTJQZNC,1,0,2013-04-07
2193,FIFTY SHADES OF GREY,E L James,14,9781612130293,55,0,2013-04-07
2194,ADMISSION,Jean Hanff Korelitz,15,9780446557634,1,0,2013-04-07
2195,WITH THIS KISS,Eloisa James,16,9780062276940,1,0,2013-04-07
