isbn,genre,pages,title,author,rank,weeks_on_list,dagger,published_date
9781250020079,Fiction,352,YOUR NEXT BREATH,Iris Johansen,7,1,0,2015-05-17
9781101947746,FICTION,320,CHANCES ARE ...,Richard Russo,14,1,0,2019-08-18
9781101987759,Fiction,576,CRIMSON DEATH,Laurell K Hamilton,6,1,0,2016-10-30
9781466842038,Fiction,352,TEMPTING FATE,Jane Green,15,1,0,2014-04-13
9781939996268,Fiction,375,THIRTY-FOUR AND A HALF PREDICAMENTS,Denise Grover Swank,13,1,0,2015-05-17
9781455560837,Fiction,384,PRIVATE INDIA,James Patterson and Ashwin Sanghi,15,1,0,2014-11-30
9780345538895,Fiction,368,HIGHLANDER MOST WANTED,Maya Banks,19,1,0,2013-04-07
9780316235556,Fiction,816,THE BROKEN EYE,Brent Weeks,11,1,0,2014-09-14
9780399585371,Fiction,320,TIGHTROPE,Amanda Quick,13,1,0,2019-05-26
9780062430298,Fiction,656,PIECES OF HER,Karin Slaughter,2,1,0,2018-09-09
